"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL175323";"";"None";"688.87";"2";"5.01";"2";"COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C";"IC50";"'='";"390.0";"nM";"6.41";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654703";"Inhibition of amyloid-beta production in Chinese hamster ovary (CHO) cells expressing human amyloid precursor protein (APP)";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137957";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3308072";"";"";"";"0.39"
"CHEMBL4641625";"";"None";"468.48";"1";"5.17";"6";"COc1cc(/C=C2\CCCN3CC(c4cc(F)c(F)c(F)c4)ON=C23)ccc1-n1cnc(C)c1";"IC50";"'='";"48.0";"nM";"7.32";"";"";"UO_0000065";"15.62";"0.29";"2.15";"14.11";"0";"CHEMBL4630545";"Modulation of gamma secretase in HEK293 cells transfected with human APP with Swedish and London familial AD mutation assessed as reduction in Abeta42 levels incubated for 5 hrs by sandwich immuno-assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4627416";"1";"Scientific Literature";"J Med Chem";"2020";"CHEMBL3307715";"";"";"";"48.0"
"CHEMBL302004";"";"None";"672.87";"1";"4.48";"L-685458";"CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O";"IC50";"'='";"4.3";"nM";"8.37";"";"";"UO_0000065";"12.43";"0.23";"3.89";"5.23";"0";"CHEMBL926066";"Displacement of [3H]L685458 from gamma-secretase in human THP1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1147073";"1";"Scientific Literature";"J Biol Chem";"2007";"CHEMBL3307574";"";"";"";"4.3"
"CHEMBL1643442";"";"None";"432.50";"1";"5.50";"37";"COc1cc(-c2noc3c2CCCN3[C@H](C)c2ccc(F)cc2)ccc1-n1cnc(C)c1";"IC50";"'='";"1392.0";"nM";"5.86";"";"";"UO_0000065";"13.54";"0.25";"0.36";"10.40";"0";"CHEMBL1647327";"Inhibition of gamma secretase-mediated amyloid beta42 production in HEK293 cells by sandwich immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1641493";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";"";"1392.0"
"CHEMBL1808600";"";"None";"403.46";"0";"4.96";"13";"COc1cc(-c2ncc(N[C@@H](C)c3ccc(F)cc3)cn2)ccc1-n1cnc(C)c1";"IC50";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"16.36";"0.30";"1.64";"10.18";"0";"CHEMBL1810748";"Inhibition of gamma-secretase in human SHSY5Y cells expressing human recombinant Swedish variant of APP K595N/M596L assessed as reduction of amyloid beta42 level after 48 hrs by AlphaLISA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1806427";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307740";"";"";"";"6.6"
"CHEMBL391639";"";"None";"381.45";"0";"3.50";"57";"CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1nc(C)c(C)s1";"IC50";"'='";"141.0";"nM";"6.85";"";"";"UO_0000065";"17.96";"0.36";"3.35";"9.64";"0";"CHEMBL899499";"Inhibition of gamma secretase C100Flag cleavaging activity in HeLa cell membranes assessed as M-amyloid beta-40 production by cell free assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137444";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308376";"";"";"";"141.0"
"CHEMBL241350";"";"None";"466.55";"0";"3.28";"46";"CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1ncc(C(C)N2CCOCC2)s1";"IC50";"'='";"3.8";"nM";"8.42";"";"";"UO_0000065";"18.05";"0.36";"5.14";"10.08";"0";"CHEMBL899499";"Inhibition of gamma secretase C100Flag cleavaging activity in HeLa cell membranes assessed as M-amyloid beta-40 production by cell free assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137444";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308376";"";"";"";"3.8"
"CHEMBL241349";"";"None";"452.53";"0";"2.72";"45";"CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1ncc(CN2CCOCC2)s1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"16.62";"0.33";"4.80";"9.00";"0";"CHEMBL899499";"Inhibition of gamma secretase C100Flag cleavaging activity in HeLa cell membranes assessed as M-amyloid beta-40 production by cell free assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137444";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308376";"";"";"";"30.0"
"CHEMBL393401";"";"None";"510.61";"1";"3.74";"42";"CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1ncc(C(C)N[C@H](C(=O)OC)C(C)C)s1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"16.45";"0.33";"4.66";"7.67";"0";"CHEMBL899499";"Inhibition of gamma secretase C100Flag cleavaging activity in HeLa cell membranes assessed as M-amyloid beta-40 production by cell free assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137444";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308376";"";"";"";"4.0"
"CHEMBL240699";"";"None";"480.63";"0";"4.89";"37";"CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1nc(C)c(C(C)NCCC(C)C)s1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"17.27";"0.34";"3.41";"9.99";"0";"CHEMBL899499";"Inhibition of gamma secretase C100Flag cleavaging activity in HeLa cell membranes assessed as M-amyloid beta-40 production by cell free assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137444";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308376";"";"";"";"5.0"
"CHEMBL3087019";"";"None";"436.51";"1";"6.16";"61";"Cc1cc(-c2ccc(NC(=O)C(C)c3cccc(-c4ccc(C(=O)O)cc4)c3)cc2)ccn1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3088773";"Modulation of gamma-secretase in HEK293 cells expressing guinea pig Swedish mutant SFV-APP695sw assessed as inhibition of amyloid beta-42 production after 16 to 18 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3085750";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL1224151";"";"None";"419.50";"1";"5.10";"2";"COc1cc(/C=C2\CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1";"IC50";"'='";"64.0";"nM";"7.19";"";"";"UO_0000065";"17.15";"0.32";"2.09";"15.19";"1";"CHEMBL4630545";"Modulation of gamma secretase in HEK293 cells transfected with human APP with Swedish and London familial AD mutation assessed as reduction in Abeta42 levels incubated for 5 hrs by sandwich immuno-assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4627416";"1";"Scientific Literature";"J Med Chem";"2020";"CHEMBL3307715";"";"";"";"64.0"
"CHEMBL362196";"";"None";"341.48";"0";"3.47";"8";"Cc1cccc(S(=O)(=O)NC2C3CCC2Cc2ccccc2C3)c1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL827973";"Inhibitory concentration against Gamma-secretase in whole cell inhibition assay using SH-SY5Y cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1143656";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307740";"";"";"";"1000.0"
"CHEMBL180132";"";"None";"361.89";"0";"3.81";"11";"O=S(=O)(NC1C2CCC1Cc1ccccc1C2)c1ccc(Cl)cc1";"IC50";"'='";"467.0";"nM";"6.33";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL827973";"Inhibitory concentration against Gamma-secretase in whole cell inhibition assay using SH-SY5Y cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1143656";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307740";"";"";"";"467.0"
"CHEMBL183654";"";"None";"333.48";"0";"3.22";"18";"O=S(=O)(NC1C2CCC1Cc1ccccc1C2)c1cccs1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL827973";"Inhibitory concentration against Gamma-secretase in whole cell inhibition assay using SH-SY5Y cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1143656";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307740";"";"";"";"50.0"
"CHEMBL410969";"";"None";"1286.66";"None";"None";"Peptide 2(L)";"CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(C)(C)NC(=O)OC(C)(C)C)C(C)C)C(C)C)C(=O)NC(C)(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C)(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C)(C)C(=O)OC)[C@@H](C)CC)C(C)C)C(C)C)[C@@H](C)OCc1ccccc1";"IC50";"'='";"3100.0";"nM";"5.51";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL832407";"Inhibitory activity against Gamma-secretase in HeLa cells expressing APP-reporter";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137200";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3308376";"";"";"";"3100.0"
"CHEMBL2096800";"";"None";"1442.85";"None";"None";"Peptide 11(D)";"CC[C@@H](C)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C(C)(C)NC(=O)CNC(=O)[C@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)C(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)OC)[C@H](C)CC)C(C)C)C(C)C)[C@H](C)OCc1ccccc1";"IC50";"'='";"0.14";"nM";"9.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL832407";"Inhibitory activity against Gamma-secretase in HeLa cells expressing APP-reporter";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137200";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3308376";"";"";"";"0.14"
"CHEMBL362644";"";"None";"523.12";"1";"3.06";"49";"CN1CCN(CC(=O)Nc2ccc3c(c2)CC2CCC(C3)C2NS(=O)(=O)c2ccc(Cl)s2)CC1";"IC50";"'='";"69.0";"nM";"7.16";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL827973";"Inhibitory concentration against Gamma-secretase in whole cell inhibition assay using SH-SY5Y cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1143656";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307740";"";"";"";"69.0"
"CHEMBL183549";"";"None";"454.64";"0";"4.92";"31";"CC(C)CCCC(=O)Nc1ccc2c(c1)CC1CCC(C2)C1NS(=O)(=O)c1ccccc1";"IC50";"'='";"535.0";"nM";"6.27";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL827973";"Inhibitory concentration against Gamma-secretase in whole cell inhibition assay using SH-SY5Y cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1143656";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307740";"";"";"";"535.0"
"CHEMBL359693";"";"None";"495.11";"0";"4.74";"58";"O=S(=O)(NC1C2CCC1Cc1cc(OCCN3CCCCC3)ccc1C2)c1ccc(Cl)s1";"IC50";"'='";"73.0";"nM";"7.14";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL827973";"Inhibitory concentration against Gamma-secretase in whole cell inhibition assay using SH-SY5Y cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1143656";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307740";"";"";"";"73.0"
"CHEMBL367743";"";"None";"788.00";"2";"5.15";"26";"COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654703";"Inhibition of amyloid-beta production in Chinese hamster ovary (CHO) cells expressing human amyloid precursor protein (APP)";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1137957";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3308072";"";"";"";"0.5"
"CHEMBL1093402";"";"None";"391.86";"0";"3.69";"rac-15c";"O=S(=O)(c1ccc(Cl)cc1)N1Cc2c[nH]nc2CC1c1cccc(F)c1";"IC50";"'='";"8.3";"nM";"8.08";"";"";"UO_0000065";"20.62";"0.42";"4.39";"12.23";"0";"CHEMBL1113476";"Inhibition of gamma-secretase-mediated APP cleavage in human IMR-32 cells assessed as amyloid beta40 level after 2 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1156315";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307656";"";"";"";"8.3"
"CHEMBL183137";"";"None";"511.04";"2";"5.56";"43";"O=C(Nc1ccc2c(c1)CC1CCC(C2)C1NS(=O)(=O)c1ccccc1)OCc1ccccc1Cl";"IC50";"'='";"153.0";"nM";"6.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL827973";"Inhibitory concentration against Gamma-secretase in whole cell inhibition assay using SH-SY5Y cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1143656";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307740";"";"";"";"153.0"
"CHEMBL182487";"";"None";"530.12";"1";"4.60";"52";"O=C(CNCc1ccccc1)Nc1ccc2c(c1)CC1CCC(C2)C1NS(=O)(=O)c1ccc(Cl)s1";"IC50";"'='";"3490.0";"nM";"5.46";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL827973";"Inhibitory concentration against Gamma-secretase in whole cell inhibition assay using SH-SY5Y cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1143656";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307740";"";"";"";"3490.0"
"CHEMBL3347462";"";"None";"473.51";"0";"4.09";"21";"COc1cc(Nc2nc3n(n2)C2(CC2)CC(=O)N3Cc2ccc(F)cc2)ccc1-n1cnc(C)c1";"IC50";"'='";"12.59";"nM";"7.90";"";"";"UO_0000065";"16.68";"0.31";"3.81";"8.77";"0";"CHEMBL3391258";"Inhibition of human gamma-secretase in HEK-APPswe cells assessed as amyloid beta42 production by electrochemiluminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-APPswe";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3390839";"1";"Scientific Literature";"Medchemcomm";"2013";"None";"";"";"";"7.9"
"CHEMBL3347400";"";"None";"429.48";"0";"3.46";"17";"COc1cc(Nc2nc3n(n2)CCC(=O)N3Cc2ccccc2)ccc1-n1cnc(C)c1";"IC50";"'='";"12.59";"nM";"7.90";"";"";"UO_0000065";"18.39";"0.34";"4.44";"8.77";"0";"CHEMBL3391258";"Inhibition of human gamma-secretase in HEK-APPswe cells assessed as amyloid beta42 production by electrochemiluminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-APPswe";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3390839";"1";"Scientific Literature";"Medchemcomm";"2013";"None";"";"";"";"7.9"
"CHEMBL3347399";"";"None";"415.46";"0";"3.59";"16";"COc1cc(Nc2nc3n(n2)CCC(=O)N3c2ccccc2)ccc1-n1cnc(C)c1";"IC50";"'='";"39.81";"nM";"7.40";"";"";"UO_0000065";"17.81";"0.33";"3.81";"8.21";"0";"CHEMBL3391258";"Inhibition of human gamma-secretase in HEK-APPswe cells assessed as amyloid beta42 production by electrochemiluminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-APPswe";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3390839";"1";"Scientific Literature";"Medchemcomm";"2013";"None";"";"";"";"7.4"
"CHEMBL3353558";"";"None";"500.38";"2";"5.78";"37";"Cc1cn(-c2ccc(-c3nc(Nc4cc(C(F)(F)F)ccc4F)n(C)n3)cc2OC(F)(F)F)cn1";"IC50";"'='";"790.0";"nM";"6.10";"";"";"UO_0000065";"12.20";"0.24";"0.32";"8.74";"0";"CHEMBL3388117";"Inhibition of human gamma secretase assessed as reduction in Abeta42 level";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3351481";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"0.79"
"CHEMBL3353561";"";"None";"490.46";"0";"5.00";"40";"COCCn1nc(-c2ccc(-n3cnc(C)c3)c(OC)c2)nc1Nc1cc(C(F)(F)F)ccc1F";"IC50";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"14.85";"0.28";"2.28";"9.22";"0";"CHEMBL3388117";"Inhibition of human gamma secretase assessed as reduction in Abeta42 level";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3351481";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"0.052"
"CHEMBL3394926";"";"None";"384.44";"0";"3.15";"9";"Cc1cn(-c2ccc3n(c2=O)CCN(Cc2cccc4ccccc24)C3=O)cn1";"IC50";"'='";"234.0";"nM";"6.63";"";"";"UO_0000065";"17.25";"0.31";"3.48";"11.03";"0";"CHEMBL3395844";"Inhibition of gamma-secretase (unknown origin) expressed in CHO cells overexpressing human wild type APP assessed as reduction of amyloid beta 42 level after 24 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3392951";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3308072";"";"";"";"234.0"
"CHEMBL3394947";"";"None";"469.47";"0";"4.07";"30";"Cc1cn(-c2ccc3n(c2=O)CCN([C@H](C)c2cn(C)c4ccc(C(F)(F)F)cc24)C3=O)cn1";"IC50";"'='";"389.0";"nM";"6.41";"";"";"UO_0000065";"13.65";"0.26";"2.34";"9.85";"0";"CHEMBL3395844";"Inhibition of gamma-secretase (unknown origin) expressed in CHO cells overexpressing human wild type APP assessed as reduction of amyloid beta 42 level after 24 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3392951";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3308072";"";"";"";"389.0"
"CHEMBL3394937";"";"None";"470.46";"0";"3.39";"20";"CCn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2nc(C(F)(F)F)ccc21";"IC50";"'='";"361.0";"nM";"6.44";"";"";"UO_0000065";"13.69";"0.26";"3.05";"8.26";"0";"CHEMBL3395844";"Inhibition of gamma-secretase (unknown origin) expressed in CHO cells overexpressing human wild type APP assessed as reduction of amyloid beta 42 level after 24 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3392951";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3308072";"";"";"";"361.0"
"CHEMBL3394929";"";"None";"407.86";"0";"3.13";"12";"Cc1cn(-c2ccc3n(c2=O)CCN(Cc2[nH]c4ccccc4c2Cl)C3=O)cn1";"IC50";"'='";"207.0";"nM";"6.68";"";"";"UO_0000065";"16.39";"0.31";"3.55";"8.80";"0";"CHEMBL3395844";"Inhibition of gamma-secretase (unknown origin) expressed in CHO cells overexpressing human wild type APP assessed as reduction of amyloid beta 42 level after 24 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3392951";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3308072";"";"";"";"207.0"
"CHEMBL247361";"";"None";"430.41";"0";"1.17";"BMS-433796";"C[C@H](NC(=O)[C@@H](O)c1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)N=Cc2ccccc21";"IC50";"'='";"510.0";"nM";"6.29";"";"";"UO_0000065";"14.62";"0.28";"5.12";"5.66";"0";"CHEMBL926066";"Displacement of [3H]L685458 from gamma-secretase in human THP1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1147073";"1";"Scientific Literature";"J Biol Chem";"2007";"CHEMBL3307574";"";"";"";"510.0"
"CHEMBL1085519";"";"None";"367.86";"0";"3.18";"3a";"CC[C@@H]1C(=O)c2[nH]ncc2[C@H](CC)N1S(=O)(=O)c1ccc(Cl)cc1";"IC50";"'='";"546.0";"nM";"6.26";"";"";"UO_0000065";"17.02";"0.36";"3.08";"7.53";"0";"CHEMBL1118885";"Inhibition of gamma-secretase-mediated notch cleavage in human SNC cells by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SNC";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1158636";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"546.0"
"CHEMBL1085521";"";"None";"353.83";"0";"2.65";"3b";"CC(C)[C@@H]1c2cn[nH]c2C(=O)CN1S(=O)(=O)c1ccc(Cl)cc1";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1118885";"Inhibition of gamma-secretase-mediated notch cleavage in human SNC cells by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SNC";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1158636";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"40000.0"
